city,area,latitude,longitude
Mostek,Ústí nad Orlicí,50.009486,16.265146
Mostkovice,Prostějov,49.472246,17.052223
Mosty u Jablunkova,Frýdek-Místek,49.527472,18.754281
Mošnov,Nový Jičín,49.689142,18.132574
Mouchnice,Hodonín,49.111822,17.135627
Mouřínov,Vyškov,49.121563,16.978594
Moutnice,Brno-venkov,49.049337,16.737520
Mrač,Benešov,49.829754,14.690616
Mrákotín,Jihlava,49.189556,15.376196
Mrákotín,Chrudim,49.814666,15.956830
Mrákov,Domažlice,49.403252,12.951311
Mratín,Praha-východ,50.203151,14.551084
Mrlínek,Kroměříž,49.428534,17.678364
Mrsklesy,Olomouc,49.602712,17.401657
Mrtník,Plzeň-sever,49.895538,13.312306
Mrzky,Kolín,50.044722,14.810127
Mříčná,Semily,50.600813,15.468897
Mšec,Rakovník,50.205291,13.898432
Mšecké Žehrovice,Rakovník,50.179113,13.923232
Mšené-lázně,Litoměřice,50.362321,14.127166
Mšeno,Mělník,50.438194,14.632611
Mukařov,Mladá Boleslav,50.569250,14.925793
Mukařov,Praha-východ,49.991254,14.741654
Mutějovice,Rakovník,50.194353,13.709619
Mutěnice,Strakonice,49.239810,13.896640
Mutěnice,Hodonín,48.904228,17.029280
Mutěnín,Domažlice,49.544857,12.744670
Mutkov,Olomouc,49.801996,17.284841
Mydlovary,České Budějovice,49.091233,14.354450
Myslejovice,Prostějov,49.406547,17.027659
Mysletice,Jihlava,49.142671,15.389524
Mysletín,Pelhřimov,49.476693,15.368309
Mysliboř,Jihlava,49.209518,15.484514
Myslibořice,Třebíč,49.102992,15.984660
Myslín,Písek,49.532189,14.027440
Myslinka,Plzeň-sever,49.748125,13.219142
Myslív,Klatovy,49.414314,13.572532
Myslkovice,Tábor,49.299224,14.745700
Mysločovice,Zlín,49.256096,17.566252
Myslovice,Klatovy,49.406902,13.387145
Myštěves,Hradec Králové,50.297719,15.557476
Myštice,Strakonice,49.453257,13.970190
Mýto,Rokycany,49.789152,13.734722
Mžany,Hradec Králové,50.296508,15.675954
Nabočany,Chrudim,49.943870,15.886976
Načeradec,Benešov,49.610286,14.906434
Načešice,Chrudim,49.941391,15.628949
Nadějkov,Tábor,49.502815,14.479339
Nadějov,Jihlava,49.422331,15.773162
Nadryby,Plzeň-sever,49.820798,13.524572
Nahořany,Náchod,50.351812,16.082511
Nahošovice,Přerov,49.437824,17.578220
Náchod,Náchod,50.414672,16.165735
Náklo,Olomouc,49.654721,17.129794
Nákří,České Budějovice,49.118968,14.329443
Naloučany,Třebíč,49.233146,16.135313
Nalžovice,Příbram,49.698690,14.370852
Nalžovské Hory,Klatovy,49.331486,13.546557
Náměšť na Hané,Olomouc,49.602226,17.065499
Náměšť nad Oslavou,Třebíč,49.205556,16.155845
Napajedla,Zlín,49.171658,17.512053
Nárameč,Třebíč,49.264513,15.974825
Narysov,Příbram,49.640955,13.970987
Nasavrky,Tábor,49.452054,14.640664
Nasavrky,Chrudim,49.844597,15.804712
Nasavrky,Ústí nad Orlicí,50.025583,16.259185
Násedlovice,Hodonín,49.012277,16.960303
Našiměřice,Znojmo,48.968632,16.372859
Návojná,Zlín,49.108405,18.053057
Návsí,Frýdek-Místek,49.587300,18.759182
Nebahovy,Prachatice,49.005858,14.052436
Nebanice,Cheb,50.115352,12.472085
Nebílovy,Plzeň-jih,49.630199,13.429246
Nebovidy,Brno-venkov,49.141432,16.551476
Nebovidy,Kolín,49.991627,15.219584
Nebřehovice,Strakonice,49.238537,13.962118
Nebužely,Mělník,50.390406,14.590900
Nečín,Příbram,49.698546,14.234140
Nečtiny,Plzeň-sever,49.974944,13.164739
Nedabyle,České Budějovice,48.928509,14.515037
Nedachlebice,Uherské Hradiště,49.099385,17.589225
Nedakonice,Uherské Hradiště,49.031694,17.381520
Nedašov,Zlín,49.107884,18.070468
Nedašova Lhota,Zlín,49.121404,18.079714
Neděliště,Hradec Králové,50.276760,15.785610
Nedomice,Mělník,50.259765,14.616064
Nedrahovice,Příbram,49.609069,14.455837
Nedvědice,Brno-venkov,49.457116,16.334163
Nedvězí,Svitavy,49.630695,16.301003
Nehodiv,Klatovy,49.410858,13.556463
Nehvizdy,Praha-východ,50.130663,14.730041
Nechanice,Hradec Králové,50.237468,15.632865
Nechvalice,Příbram,49.576649,14.396667
Nechvalín,Hodonín,49.054642,17.080689
Nejdek,Karlovy Vary,50.322529,12.729474
Nejepín,Havlíčkův Brod,49.744607,15.600679
Nekmíř,Plzeň-sever,49.858193,13.263246
Nekoř,Ústí nad Orlicí,50.055817,16.551297
Nekvasovy,Plzeň-jih,49.434661,13.625850
Nelahozeves,Mělník,50.261583,14.298919
Nelepeč-Žernůvka,Brno-venkov,49.334089,16.386382
Nelešovice,Přerov,49.510794,17.388256
Nemanice,Domažlice,49.436663,12.720642
Němčany,Vyškov,49.164452,16.919514
Němčice,Prachatice,49.031903,14.271361
Němčice,Strakonice,49.192799,13.800188
Němčice,Blansko,49.450065,16.718057
Němčice,Pardubice,50.093029,15.805868
Němčice,Svitavy,49.890679,16.343315
Němčice,Domažlice,49.425183,13.077609
Němčice,Kolín,50.084482,15.294147
Němčice,Mladá Boleslav,50.346866,14.926664
Němčice,Kroměříž,49.364766,17.497843
Němčice nad Hanou,Prostějov,49.341914,17.206072
Němčičky,Brno-venkov,49.050477,16.500700
Němčičky,Břeclav,48.935690,16.824364
Němčičky,Znojmo,48.942345,16.088509
Němčovice,Rokycany,49.877038,13.574993
Němětice,Strakonice,49.194724,13.879078
Nemile,Šumperk,49.874866,16.847553
Nemochovice,Vyškov,49.180540,17.135056
Nemojany,Vyškov,49.246812,16.913617
Nemojov,Trutnov,50.467018,15.753975
Nemotice,Vyškov,49.129699,17.124981
Nemyčeves,Jičín,50.384534,15.370126
Nemyslovice,Mladá Boleslav,50.358549,14.763930
Nemyšl,Tábor,49.513482,14.693011
Nenačovice,Beroun,50.019222,14.139071
Nenkovice,Hodonín,49.003151,17.011040
Neplachov,České Budějovice,49.130401,14.601091
Neplachovice,Opava,49.992379,17.809969
Nepolisy,Hradec Králové,50.192306,15.463452
Nepoměřice,Kutná Hora,49.880863,15.148908
Nepomuk,Plzeň-jih,49.486270,13.582361
Nepomuk,Příbram,49.642895,13.837368
Nepomyšl,Louny,50.218181,13.313325
Neprobylice,Kladno,50.264054,14.027719
Nepřevázka,Mladá Boleslav,50.378415,14.916429
Neratov,Pardubice,50.079868,15.647275
Neratovice,Mělník,50.259361,14.517703
Nerestce,Písek,49.500820,14.063758
Neslovice,Brno-venkov,49.142313,16.387883
Nesovice,Vyškov,49.151205,17.081054
Nespeky,Benešov,49.859411,14.659464
Nestrašovice,Příbram,49.560455,14.026157
Nesuchyně,Rakovník,50.179666,13.688009
Nesvačilka,Brno-venkov,49.064124,16.754104
Nesvačily,Beroun,49.881363,14.124461
Netín,Žďár nad Sázavou,49.413112,15.950806
Netolice,Prachatice,49.049406,14.197098
Netřebice,Český Krumlov,48.790887,14.455665
Netřebice,Nymburk,50.213205,15.142899
Netunice,Plzeň-jih,49.616473,13.430689
Netvořice,Benešov,49.815795,14.518381
Neubuz,Zlín,49.260516,17.825454
Neuměř,Domažlice,49.597691,13.064248
Neuměřice,Kladno,50.241781,14.220097
Neumětely,Beroun,49.852562,14.036716
Neurazy,Plzeň-jih,49.441098,13.515683
Neustupov,Benešov,49.615106,14.698704
Nevcehle,Jihlava,49.225836,15.534527
Neveklov,Benešov,49.753835,14.533011
Neveklovice,Mladá Boleslav,50.570239,14.948481
Nevězice,Písek,49.477833,14.153463
Nevid,Rokycany,49.685555,13.605743
Nevojice,Vyškov,49.135416,17.049752
Nevolice,Domažlice,49.420508,12.933341
Nevratice,Jičín,50.347043,15.493052
Nevřeň,Plzeň-sever,49.822935,13.274982
Nezabudice,Rakovník,50.013274,13.822228
Nezabylice,Chomutov,50.424293,13.478643
Nezamyslice,Prostějov,49.325526,17.173366
Nezamyslice,Klatovy,49.262507,13.675029
Nezbavětice,Plzeň-město,49.655024,13.477167
Nezdenice,Uherské Hradiště,49.016782,17.752313
Nezdice,Plzeň-jih,49.531654,13.316677
Nezdice na Šumavě,Klatovy,49.172674,13.612383
Nezdřev,Plzeň-jih,49.426677,13.728163
Nezvěstice,Plzeň-město,49.640535,13.519727
Nicov,Prachatice,49.125538,13.620561
Nihošovice,Strakonice,49.188367,13.861812
Níhov,Brno-venkov,49.341792,16.257645
Nikolčice,Břeclav,48.993283,16.754291
Niměřice,Mladá Boleslav,50.395880,14.808547
Nimpšov,Třebíč,49.022725,15.747338
Nišovice,Strakonice,49.155330,13.897452
Nítkovice,Kroměříž,49.203726,17.166004
Niva,Prostějov,49.445315,16.851911
Nivnice,Uherské Hradiště,48.974744,17.647683
Nižbor,Beroun,49.999065,14.001056
Nížkov,Žďár nad Sázavou,49.532665,15.805946
Nížkovice,Vyškov,49.109637,16.901793
Nižní Lhoty,Frýdek-Místek,49.648584,18.433859
Norberčany,Olomouc,49.754048,17.506344
Nosálov,Mělník,50.473589,14.670766
Nosislav,Brno-venkov,49.013902,16.654416
Nošovice,Frýdek-Místek,49.660825,18.426436
Nová Buková,Pelhřimov,49.346075,15.297103
Nová Bystřice,Jindřichův Hradec,49.019361,15.103258
Nová Cerekev,Pelhřimov,49.417337,15.116849
Nová Dědina,Kroměříž,49.210212,17.453821
Nová Hradečná,Olomouc,49.834478,17.077461
Nová Lhota,Hodonín,48.861047,17.593418
Nová Olešná,Jindřichův Hradec,49.175714,15.161053
Nová Paka,Jičín,50.494593,15.515138
Nová Pec,Prachatice,48.778263,13.930124
Nová Pláň,Bruntál,49.922008,17.475201
Nová Role,Karlovy Vary,50.271028,12.784334
Nová Říše,Jihlava,49.139510,15.563696
Nová Sídla,Svitavy,49.884023,16.237288
Nová Telib,Mladá Boleslav,50.391270,15.032963
Nová Včelnice,Jindřichův Hradec,49.239453,15.072705
Nová Ves,České Budějovice,48.920709,14.528740
Nová Ves,Český Krumlov,48.948418,14.247260
Nová Ves,Strakonice,49.187495,13.733768
Nová Ves,Brno-venkov,49.108212,16.310943
Nová Ves,Sokolov,50.084201,12.775287
Nová Ves,Třebíč,49.248618,15.803952
Nová Ves,Žďár nad Sázavou,49.391108,16.196383
Nová Ves,Rychnov nad Kněžnou,50.130790,16.050209
Nová Ves,Liberec,50.831607,15.001175
Nová Ves,Domažlice,49.366549,13.038868
Nová Ves,Plzeň-jih,49.686066,13.292789
Nová Ves,Mělník,50.312898,14.308286
Nová Ves,Praha-východ,50.219324,14.535739
Nová Ves,Louny,50.285958,13.842789
Nová Ves I,Kolín,50.052246,15.144556
Nová Ves nad Lužnicí,Jindřichův Hradec,48.810739,14.925675
Nová Ves nad Nisou,Jablonec nad Nisou,50.725240,15.214758
Nová Ves nad Popelkou,Semily,50.520410,15.411952
Nová Ves pod Pleší,Příbram,49.831865,14.275336
Nová Ves u Bakova,Mladá Boleslav,50.490776,14.926496
Nová Ves u Chotěboře,Havlíčkův Brod,49.756205,15.648091
Nová Ves u Chýnova,Tábor,49.392801,14.783071
Nová Ves u Jarošova,Svitavy,49.837637,16.160009
Nová Ves u Leštiny,Havlíčkův Brod,49.785954,15.404017
Nová Ves u Mladé Vožice,Tábor,49.543134,14.748066
Nová Ves u Nového Města na Moravě,Žďár nad Sázavou,49.540029,16.084205
Nová Ves u Světlé,Havlíčkův Brod,49.648874,15.437793
Nová Ves v Horách,Most,50.594847,13.482558
Nové Bránice,Brno-venkov,49.071249,16.441855
Nové Dvory,Žďár nad Sázavou,49.564483,15.808971
Nové Dvory,Kutná Hora,49.970682,15.324978
Nové Dvory,Příbram,49.803328,14.357021
Nové Dvory,Litoměřice,50.447702,14.179516
Nové Hamry,Karlovy Vary,50.360145,12.719531
Nové Heřminovy,Bruntál,50.023575,17.528300
Nové Hrady,České Budějovice,48.789733,14.778483
Nové Hrady,Ústí nad Orlicí,49.851778,16.143909
Nové Hutě,Prachatice,49.038803,13.645759
Nové Lublice,Opava,49.862875,17.678131
Nové Město,Hradec Králové,50.147769,15.495214
Nové Město na Moravě,Žďár nad Sázavou,49.561543,16.074288
Nové Město nad Metují,Náchod,50.344662,16.151571
Nové Město pod Smrkem,Liberec,50.925011,15.229539
Nové Mitrovice,Plzeň-jih,49.579685,13.683735
Nové Sady,Vyškov,49.408906,16.902045
Nové Sady,Žďár nad Sázavou,49.293788,16.193421
Nové Sedlice,Opava,49.902222,18.001326
Nové Sedlo,Sokolov,50.206578,12.738121
Nové Sedlo,Louny,50.339745,13.474941
Nové Strašecí,Rakovník,50.152823,13.900538
Nové Syrovice,Třebíč,49.017730,15.773555
Nové Veselí,Žďár nad Sázavou,49.519866,15.908630
Noviny pod Ralskem,Česká Lípa,50.692151,14.746964
Novosedlice,Teplice,50.656439,13.823154
Novosedly,Strakonice,49.262770,13.797628
Novosedly,Břeclav,48.837140,16.492837
Novosedly nad Nežárkou,Jindřichův Hradec,49.081103,14.822260
Nový Bor,Česká Lípa,50.757714,14.555664
Nový Bydžov,Hradec Králové,50.241602,15.490926
Nový Dům,Rakovník,50.088240,13.831001
Nový Dvůr,Nymburk,50.238112,15.022165
Nový Hrádek,Náchod,50.357375,16.244478
Nový Hrozenkov,Vsetín,49.337068,18.198046
Nový Jáchymov,Beroun,49.980867,13.943296
Nový Jičín,Nový Jičín,49.594425,18.013636
Nový Jimramov,Žďár nad Sázavou,49.634722,16.187315
Nový Knín,Příbram,49.788108,14.293661
Nový Kostel,Cheb,50.217131,12.445362
Nový Kramolín,Domažlice,49.477383,12.805087
Nový Malín,Šumperk,49.942722,17.032010
Nový Oldřichov,Česká Lípa,50.765514,14.442254
Nový Ples,Náchod,50.321268,15.949290
Nový Poddvorov,Hodonín,48.868447,16.961126
Nový Přerov,Břeclav,48.809718,16.493828
Nový Rychnov,Pelhřimov,49.383617,15.366290
Nový Šaldorf-Sedlešovice,Znojmo,48.830248,16.060675
Nový Telečkov,Třebíč,49.321270,15.938454
Nový Vestec,Praha-východ,50.183861,14.720401
Nučice,Praha-východ,49.955626,14.884500
Nučice,Praha-západ,50.018581,14.230078
Nupaky,Praha-východ,49.994052,14.602336
Nýdek,Frýdek-Místek,49.656185,18.756984
Nyklovice,Žďár nad Sázavou,49.603976,16.345044
Nymburk,Nymburk,50.185682,15.043760
Nýrov,Blansko,49.528083,16.539265
Nýrsko,Klatovy,49.293979,13.143639
Nýřany,Plzeň-sever,49.712816,13.204705
Občov,Příbram,49.713206,14.066994
Obecnice,Příbram,49.716261,13.947414
Obědkovice,Prostějov,49.394852,17.227643
Obědovice,Hradec Králové,50.161163,15.582212
Obora,Blansko,49.452311,16.605726
Obora,Plzeň-sever,49.889575,13.413718
Obora,Tachov,49.814715,12.537800
Obora,Louny,50.373356,13.863081
Oborná,Bruntál,50.003161,17.497004
Obory,Příbram,49.680504,14.216474
Obořiště,Příbram,49.742352,14.151959
Obrataň,Pelhřimov,49.425159,14.943589
Obrnice,Most,50.505083,13.695511
Obrubce,Mladá Boleslav,50.447959,15.063720
Obruby,Mladá Boleslav,50.460227,15.082414
Obříství,Mělník,50.295983,14.478492
Obyčtov,Žďár nad Sázavou,49.499959,16.001685
Obytce,Klatovy,49.390514,13.378436
Ocmanice,Třebíč,49.233244,16.125399
Očelice,Rychnov nad Kněžnou,50.239986,16.067392
Očihov,Louny,50.198660,13.460534
Odolena Voda,Praha-východ,50.233515,14.410889
Odrava,Cheb,50.103171,12.484250
Odrovice,Brno-venkov,49.010907,16.509119
Odry,Nový Jičín,49.662648,17.830950
Odřepsy,Nymburk,50.144240,15.188842
Odunec,Třebíč,49.120315,16.014372
Ohaře,Kolín,50.097882,15.295120
Ohařice,Jičín,50.454396,15.258528
Ohaveč,Jičín,50.449700,15.308770
Ohníč,Teplice,50.587135,13.844786
Ohnišov,Rychnov nad Kněžnou,50.322692,16.213912
Ohnišťany,Hradec Králové,50.329630,15.511087
Ohrazenice,Semily,50.597745,15.126071
Ohrazenice,Příbram,49.787140,13.959817
Ohrobec,Praha-západ,49.941829,14.432139
Ohrozim,Prostějov,49.486560,17.020730
Ochoz,Prostějov,49.600231,16.915109
Ochoz u Brna,Brno-venkov,49.254302,16.737338
Ochoz u Tišnova,Brno-venkov,49.425693,16.394338
Okarec,Třebíč,49.206057,16.088033
Okna,Česká Lípa,50.527594,14.671066
Okoř,Praha-západ,50.162011,14.258724
Okounov,Chomutov,50.362327,13.106679
Okrouhlá,Písek,49.413732,14.364412
Okrouhlá,Blansko,49.507604,16.732103
Okrouhlá,Cheb,50.062566,12.487772
Okrouhlá,Česká Lípa,50.766932,14.527685
Okrouhlá Radouň,Jindřichův Hradec,49.239826,15.017172
Okrouhlice,Havlíčkův Brod,49.630014,15.490933
Okrouhlička,Havlíčkův Brod,49.534541,15.556975
Okrouhlo,Praha-západ,49.918924,14.447417
Okřesaneč,Kutná Hora,49.852528,15.475842
Okřešice,Třebíč,49.259480,15.852076
Okřínek,Nymburk,50.164391,15.192429
Okříšky,Třebíč,49.245493,15.769689
Olbramice,Ostrava-město,49.789650,18.089056
Olbramice,Olomouc,49.613591,17.001576
Olbramkostel,Znojmo,48.921815,15.949704
Olbramov,Tachov,49.843499,12.866878
Olbramovice,Znojmo,48.984904,16.402498
Olbramovice,Benešov,49.673280,14.640953
Oldřichov,Tábor,49.558828,14.754364
Oldřichov,Přerov,49.497560,17.539328
Oldřichov v Hájích,Liberec,50.849733,15.083777
Oldřichovice,Zlín,49.181867,17.561448
Oldřiš,Svitavy,49.727227,16.193810
Oldřišov,Opava,49.991395,17.960845
Oleksovice,Znojmo,48.902158,16.248504
Olešenka,Havlíčkův Brod,49.549005,15.765938
Oleška,Praha-východ,49.971695,14.916786
Oleško,Litoměřice,50.480652,14.196615
Olešná,Písek,49.346255,14.310591
Olešná,Havlíčkův Brod,49.681670,15.547785
Olešná,Pelhřimov,49.445848,15.263754
Olešná,Beroun,49.780462,13.810119
Olešná,Rakovník,50.128597,13.695961
Olešnice,České Budějovice,48.841330,14.704931
Olešnice,Blansko,49.557654,16.421795
Olešnice,Hradec Králové,50.142363,15.445092
Olešnice,Rychnov nad Kněžnou,50.144310,16.148606
Olešnice,Semily,50.545045,15.119305
Olešnice v Orlických horách,Rychnov nad Kněžnou,50.373260,16.309980
Olešník,České Budějovice,49.107235,14.363919
Olomouc,Olomouc,49.593878,17.250979
Olomučany,Blansko,49.330970,16.671791
Oloví,Sokolov,50.251243,12.558884
Olovnice,Mělník,50.234699,14.240487
Olšany,Vyškov,49.248136,16.866160
Olšany,Jihlava,49.186221,15.566091
Olšany,Šumperk,49.965186,16.859046
Olšany,Klatovy,49.400933,13.627031
Olšany u Prostějova,Prostějov,49.536550,17.164670
Olší,Brno-venkov,49.421365,16.290327
Olší,Jihlava,49.155548,15.373333
Olšovec,Přerov,49.590212,17.717277
Olšovice,Prachatice,49.056923,14.235971
Omice,Brno-venkov,49.170033,16.451834
Omlenice,Český Krumlov,48.725918,14.443732
Ondratice,Prostějov,49.363049,17.063785
Ondřejov,Pelhřimov,49.393042,15.178062
Ondřejov,Praha-východ,49.904717,14.784310
Onomyšl,Kutná Hora,49.899330,15.124360
Onšov,Znojmo,48.905385,15.834328
Onšov,Pelhřimov,49.578327,15.136477
Opařany,Tábor,49.396884,14.481477
Opatov,Jihlava,49.431128,15.394379
Opatov,Třebíč,49.224435,15.661768
Opatov,Svitavy,49.825097,16.504684
Opatovec,Svitavy,49.805398,16.480232
Opatovice,Brno-venkov,49.075131,16.641079
Opatovice,Přerov,49.499290,17.739289
Opatovice I,Kutná Hora,49.855250,15.248583
Opatovice nad Labem,Pardubice,50.145512,15.790553
Opava,Opava,49.940760,17.894899
Oplany,Praha-východ,49.924267,14.867406
Oplocany,Přerov,49.409663,17.260311
Oplot,Plzeň-jih,49.579961,13.274335
Opočnice,Nymburk,50.172581,15.257777
Opočno,Rychnov nad Kněžnou,50.267515,16.114902
Opočno,Louny,50.311585,13.735342
Opolany,Nymburk,50.130814,15.217103
Oponešice,Třebíč,49.037839,15.652148
Oprostovice,Přerov,49.469951,17.620402
Oráčov,Rakovník,50.111647,13.549003
Orel,Chrudim,49.919409,15.839135
Orlické Podhůří,Ústí nad Orlicí,50.003420,16.350710
Orlické Záhoří,Rychnov nad Kněžnou,50.278761,16.475033
Orličky,Ústí nad Orlicí,50.031626,16.681575
Orlík nad Vltavou,Písek,49.509979,14.165613
Orlová,Karviná,49.870238,18.425108
Orlovice,Vyškov,49.239184,17.093701
Ořech,Praha-západ,50.020209,14.296653
Ořechov,Brno-venkov,49.111280,16.523392
Ořechov,Jihlava,49.200027,15.532067
Ořechov,Žďár nad Sázavou,49.350482,16.139044
Ořechov,Uherské Hradiště,49.030686,17.300934
Osečany,Příbram,49.697825,14.437729
Oseček,Nymburk,50.101650,15.148691
Osečná,Liberec,50.694990,14.921485
Osečnice,Rychnov nad Kněžnou,50.257266,16.307000
Osek,Písek,49.443367,14.299945
Osek,Strakonice,49.318408,13.963291
Osek,Jičín,50.463947,15.159618
Osek,Rokycany,49.778115,13.591040
Osek,Beroun,49.819743,13.858627
Osek,Teplice,50.622637,13.691488
Osek nad Bečvou,Přerov,49.511313,17.528401
Oselce,Plzeň-jih,49.437309,13.672931
Osice,Hradec Králové,50.142888,15.686098
Osíčko,Kroměříž,49.431087,17.751607
Osičky,Hradec Králové,50.143649,15.676288
Osík,Svitavy,49.843645,16.284770
Osiky,Brno-venkov,49.456294,16.421688
Oskava,Šumperk,49.895329,17.132249
Oskořínek,Nymburk,50.240157,15.084104
Oslavany,Brno-venkov,49.123447,16.336633
Oslavice,Žďár nad Sázavou,49.340872,15.990807
Oslavička,Žďár nad Sázavou,49.315507,15.966948
Oslnovice,Znojmo,48.932188,15.687500
Oslov,Písek,49.399365,14.212059
Osoblaha,Bruntál,50.275267,17.715337
Osov,Beroun,49.844478,14.084020
Osová Bítýška,Žďár nad Sázavou,49.325143,16.168556
Osové,Žďár nad Sázavou,49.325323,16.015528
Ostašov,Třebíč,49.155648,15.918092
Ostopovice,Brno-venkov,49.161102,16.545590
Ostrá,Nymburk,50.180537,14.893003
Ostrata,Zlín,49.271025,17.766940
Ostrava,Ostrava-město,49.821023,18.262624
Ostravice,Frýdek-Místek,49.535196,18.391751
Ostrolovský Újezd,České Budějovice,48.880718,14.600707
Ostroměř,Jičín,50.372556,15.549593
Ostrov,Karlovy Vary,50.306035,12.939183
Ostrov,Havlíčkův Brod,49.693104,15.301494
Ostrov,Chrudim,49.972703,16.030432
Ostrov,Ústí nad Orlicí,49.930345,16.540637
Ostrov,Benešov,49.665402,14.851197
Ostrov,Příbram,49.611219,14.014609
Ostrov nad Oslavou,Žďár nad Sázavou,49.486919,15.990033
Ostrov u Bezdružic,Plzeň-sever,49.900238,13.042079
Ostrov u Macochy,Blansko,49.382462,16.762786
Ostrovačice,Brno-venkov,49.210924,16.409562
Ostrovánky,Hodonín,49.042793,17.080434
Ostrovec,Písek,49.421243,14.115581
Ostrovec-Lhotka,Rokycany,49.907578,13.728204
Ostrožská Lhota,Uherské Hradiště,48.975689,17.467622
Ostrožská Nová Ves,Uherské Hradiště,49.004438,17.436427
Ostružná,Jeseník,50.185253,17.051691
Ostružno,Jičín,50.443397,15.289734
Ostředek,Benešov,49.834893,14.832400
Ostřešany,Pardubice,49.993525,15.805408
Ostřetice,Klatovy,49.422439,13.347004
Ostřetín,Pardubice,50.044716,16.030478
Osvětimany,Uherské Hradiště,49.055871,17.249789
Osvračín,Domažlice,49.513274,13.047035
Ošelín,Tachov,49.772115,12.856261
Otaslavice,Prostějov,49.388426,17.071186
Otěšice,Plzeň-jih,49.544137,13.220352
Otice,Opava,49.916939,17.869927
Otín,Jihlava,49.266600,15.569796
Otín,Žďár nad Sázavou,49.362965,15.906706
Otinoves,Prostějov,49.421275,16.871783
Otmarov,Brno-venkov,49.100613,16.672783
Otmíče,Beroun,49.869145,13.947252
Otnice,Vyškov,49.086517,16.814533
Otov,Domažlice,49.486597,12.842602
Otovice,Karlovy Vary,50.255450,12.871721
Otovice,Náchod,50.557245,16.387685
Otradov,Chrudim,49.793442,16.043608
Otročín,Karlovy Vary,50.032393,12.892407
Otročiněves,Beroun,49.980598,13.978869
Otrokovice,Zlín,49.210016,17.530876
Otvice,Chomutov,50.480923,13.450810
Otvovice,Kladno,50.211664,14.273030
Ouběnice,Příbram,49.717747,14.159939
Oucmanice,Ústí nad Orlicí,49.989464,16.281865
Oudoleň,Havlíčkův Brod,49.659429,15.755752
Ovčáry,Kolín,50.062882,15.239607
Ovčáry,Mělník,50.253151,14.613962
Ovesná Lhota,Havlíčkův Brod,49.722657,15.384160
Ovesné Kladruby,Cheb,49.953112,12.779206
Oznice,Vsetín,49.432567,17.917399
Paběnice,Kutná Hora,49.841740,15.302429
Paceřice,Liberec,50.619335,15.113636
Pacetluky,Kroměříž,49.379562,17.565850
Pacov,Pelhřimov,49.470865,15.001783
Pačejov,Klatovy,49.373007,13.632835
Pačlavice,Kroměříž,49.259770,17.169012
Páleč,Kladno,50.312029,14.049685
Palkovice,Frýdek-Místek,49.634770,18.315185
Palonín,Šumperk,49.729051,16.952733
Pálovice,Třebíč,49.005620,15.537655
Pamětice,Blansko,49.549563,16.644594
Panenská Rozsíčka,Jihlava,49.252661,15.515001
Panenské Břežany,Praha-východ,50.213867,14.440210
Panenský Týnec,Louny,50.295028,13.917056
Panoší Újezd,Rakovník,50.036103,13.716918
Panské Dubenky,Jihlava,49.219628,15.265918
Paračov,Strakonice,49.201136,13.994739
Pardubice,Pardubice,50.034409,15.781299
Paršovice,Přerov,49.501230,17.708077
Partutovice,Přerov,49.631419,17.708201
Pařezov,Domažlice,49.470477,12.837930
Pasečnice,Domažlice,49.395458,12.893516
Paseka,Olomouc,49.796542,17.222863
Paseky,Písek,49.251740,14.254921
Paseky nad Jizerou,Semily,50.724065,15.400555
Paskov,Frýdek-Místek,49.731885,18.290478
Pasohlávky,Brno-venkov,48.903060,16.543748
Pastuchovice,Plzeň-sever,50.069086,13.382322
Pastviny,Ústí nad Orlicí,50.094975,16.566309
Pašinka,Kolín,49.996452,15.186297
Pašovice,Uherské Hradiště,49.079630,17.644446
Pátek,Nymburk,50.165617,15.158562
Patokryje,Most,50.499915,13.705297
Pavlice,Znojmo,48.971577,15.899056
Pavlíkov,Rakovník,50.056094,13.736470
Pavlínov,Žďár nad Sázavou,49.348216,15.878564
Pavlov,Břeclav,48.874256,16.672359
Pavlov,Havlíčkův Brod,49.699317,15.332621
Pavlov,Jihlava,49.242892,15.557210
Pavlov,Pelhřimov,49.398772,15.244081
Pavlov,Žďár nad Sázavou,49.450847,15.913945
Pavlov,Šumperk,49.742890,16.879352
Pavlov,Kladno,50.096481,14.167154
Pavlovice,Benešov,49.715216,14.933216
Pavlovice u Kojetína,Prostějov,49.302054,17.212617
Pavlovice u Přerova,Přerov,49.469520,17.547853
Pazderna,Frýdek-Místek,49.704374,18.434339
Pec,Domažlice,49.398684,12.831288
Pec pod Sněžkou,Trutnov,50.693981,15.733267
Pecka,Jičín,50.480435,15.608329
Peč,Jindřichův Hradec,49.057931,15.392475
Pečice,Příbram,49.600518,14.105591
Pěčice,Mladá Boleslav,50.351250,15.004099
Pěčín,Rychnov nad Kněžnou,50.153878,16.424789
Pečky,Kolín,50.090527,15.030275
Pěčnov,Prachatice,49.053207,13.942131
Pelechy,Domažlice,49.389227,12.914379
Pelhřimov,Pelhřimov,49.430721,15.223083
Pěnčín,Jablonec nad Nisou,50.687791,15.236038
Pěnčín,Liberec,50.594968,15.076196
Pěnčín,Prostějov,49.567294,17.013234
Perálec,Chrudim,49.826885,16.079952
Perná,Břeclav,48.852320,16.624527
Pernarec,Plzeň-sever,49.840507,13.102822
Pernink,Karlovy Vary,50.365797,12.783825
